compound_id,target_id,assay_id,qualifier,value_std,unit_std,year,qc_pass,provenance_file,provenance_sheet,provenance_row,compound_key
1,kras_sos1,cell.cytotoxicity.ic50,=,0.133,uM,2018,True,data/bronze/artifacts/2018_raw.xlsx,Sheet1,2,JHVIFTSYKUQOKT-CQSZACIVSA-N
1,kras_activation_high_gtp,cell.cytotoxicity.ic50,=,0.303,uM,2018,True,data/bronze/artifacts/2018_raw.xlsx,Sheet1,2,JHVIFTSYKUQOKT-CQSZACIVSA-N
1,kras_activation_no_gtp,cell.cytotoxicity.ic50,=,0.37,uM,2018,True,data/bronze/artifacts/2018_raw.xlsx,Sheet1,2,JHVIFTSYKUQOKT-CQSZACIVSA-N
1,egfr,cell.cytotoxicity.ic50,>,20.0,uM,2018,True,data/bronze/artifacts/2018_raw.xlsx,Sheet1,2,JHVIFTSYKUQOKT-CQSZACIVSA-N
2,kras_sos1,cell.cytotoxicity.ic50,=,0.127,uM,2018,True,data/bronze/artifacts/2018_raw.xlsx,Sheet1,3,ZJNKIELOCUQXBL-LLVKDONJSA-N
2,kras_activation_high_gtp,cell.cytotoxicity.ic50,=,0.207,uM,2018,True,data/bronze/artifacts/2018_raw.xlsx,Sheet1,3,ZJNKIELOCUQXBL-LLVKDONJSA-N
2,kras_activation_no_gtp,cell.cytotoxicity.ic50,=,0.537,uM,2018,True,data/bronze/artifacts/2018_raw.xlsx,Sheet1,3,ZJNKIELOCUQXBL-LLVKDONJSA-N
2,egfr,cell.cytotoxicity.ic50,=,18.3,uM,2018,True,data/bronze/artifacts/2018_raw.xlsx,Sheet1,3,ZJNKIELOCUQXBL-LLVKDONJSA-N
3,kras_sos1,cell.cytotoxicity.ic50,=,0.113,uM,2018,True,data/bronze/artifacts/2018_raw.xlsx,Sheet1,4,SBPJQYVFVDZYPE-UHFFFAOYSA-N
3,kras_activation_high_gtp,cell.cytotoxicity.ic50,=,0.11499999999999999,uM,2018,True,data/bronze/artifacts/2018_raw.xlsx,Sheet1,4,SBPJQYVFVDZYPE-UHFFFAOYSA-N
3,kras_activation_no_gtp,cell.cytotoxicity.ic50,=,0.23099999999999998,uM,2018,True,data/bronze/artifacts/2018_raw.xlsx,Sheet1,4,SBPJQYVFVDZYPE-UHFFFAOYSA-N
3,egfr,cell.cytotoxicity.ic50,>,20.0,uM,2018,True,data/bronze/artifacts/2018_raw.xlsx,Sheet1,4,SBPJQYVFVDZYPE-UHFFFAOYSA-N
4,kras_sos1,cell.cytotoxicity.ic50,=,0.161,uM,2018,True,data/bronze/artifacts/2018_raw.xlsx,Sheet1,5,LEESUXLARQUBHF-UHFFFAOYSA-N
4,kras_activation_high_gtp,cell.cytotoxicity.ic50,=,0.243,uM,2018,True,data/bronze/artifacts/2018_raw.xlsx,Sheet1,5,LEESUXLARQUBHF-UHFFFAOYSA-N
4,kras_activation_no_gtp,cell.cytotoxicity.ic50,=,0.479,uM,2018,True,data/bronze/artifacts/2018_raw.xlsx,Sheet1,5,LEESUXLARQUBHF-UHFFFAOYSA-N
4,egfr,cell.cytotoxicity.ic50,>,20.0,uM,2018,True,data/bronze/artifacts/2018_raw.xlsx,Sheet1,5,LEESUXLARQUBHF-UHFFFAOYSA-N
5,kras_sos1,cell.cytotoxicity.ic50,=,1.71,uM,2018,True,data/bronze/artifacts/2018_raw.xlsx,Sheet1,6,PEPMYYQBTWVBCA-UHFFFAOYSA-N
5,kras_activation_high_gtp,cell.cytotoxicity.ic50,=,1.3,uM,2018,True,data/bronze/artifacts/2018_raw.xlsx,Sheet1,6,PEPMYYQBTWVBCA-UHFFFAOYSA-N
5,kras_activation_no_gtp,cell.cytotoxicity.ic50,=,5.06,uM,2018,True,data/bronze/artifacts/2018_raw.xlsx,Sheet1,6,PEPMYYQBTWVBCA-UHFFFAOYSA-N
5,egfr,cell.cytotoxicity.ic50,>,20.0,uM,2018,True,data/bronze/artifacts/2018_raw.xlsx,Sheet1,6,PEPMYYQBTWVBCA-UHFFFAOYSA-N
6,kras_sos1,cell.cytotoxicity.ic50,=,2.2800000000000002,uM,2018,True,data/bronze/artifacts/2018_raw.xlsx,Sheet1,7,HAINANKXWNOEHU-UHFFFAOYSA-N
6,kras_activation_high_gtp,cell.cytotoxicity.ic50,=,1.8599999999999999,uM,2018,True,data/bronze/artifacts/2018_raw.xlsx,Sheet1,7,HAINANKXWNOEHU-UHFFFAOYSA-N
6,kras_activation_no_gtp,cell.cytotoxicity.ic50,=,4.9799999999999995,uM,2018,True,data/bronze/artifacts/2018_raw.xlsx,Sheet1,7,HAINANKXWNOEHU-UHFFFAOYSA-N
6,egfr,cell.cytotoxicity.ic50,>,20.0,uM,2018,True,data/bronze/artifacts/2018_raw.xlsx,Sheet1,7,HAINANKXWNOEHU-UHFFFAOYSA-N
7,egfr,cell.cytotoxicity.ic50,>,20.0,uM,2018,True,data/bronze/artifacts/2018_raw.xlsx,Sheet1,8,ZCXCGTCKSRJETK-UHFFFAOYSA-N
8,kras_sos1,cell.cytotoxicity.ic50,=,18.2,uM,2018,True,data/bronze/artifacts/2018_raw.xlsx,Sheet1,9,YQNXRAVZFJTHLC-UHFFFAOYSA-N
8,kras_activation_high_gtp,cell.cytotoxicity.ic50,=,19.8,uM,2018,True,data/bronze/artifacts/2018_raw.xlsx,Sheet1,9,YQNXRAVZFJTHLC-UHFFFAOYSA-N
8,egfr,cell.cytotoxicity.ic50,>,20.0,uM,2018,True,data/bronze/artifacts/2018_raw.xlsx,Sheet1,9,YQNXRAVZFJTHLC-UHFFFAOYSA-N
9,kras_sos1,cell.cytotoxicity.ic50,=,1.52,uM,2018,True,data/bronze/artifacts/2018_raw.xlsx,Sheet1,10,IGPIZNWVIRFBSW-UHFFFAOYSA-N
9,kras_activation_high_gtp,cell.cytotoxicity.ic50,=,1.37,uM,2018,True,data/bronze/artifacts/2018_raw.xlsx,Sheet1,10,IGPIZNWVIRFBSW-UHFFFAOYSA-N
9,kras_activation_no_gtp,cell.cytotoxicity.ic50,=,5.96,uM,2018,True,data/bronze/artifacts/2018_raw.xlsx,Sheet1,10,IGPIZNWVIRFBSW-UHFFFAOYSA-N
9,egfr,cell.cytotoxicity.ic50,>,20.0,uM,2018,True,data/bronze/artifacts/2018_raw.xlsx,Sheet1,10,IGPIZNWVIRFBSW-UHFFFAOYSA-N
10,kras_sos1,cell.cytotoxicity.ic50,=,1.18,uM,2018,True,data/bronze/artifacts/2018_raw.xlsx,Sheet1,11,WHTRBPGUCZPNGG-UHFFFAOYSA-N
10,kras_activation_high_gtp,cell.cytotoxicity.ic50,=,1.27,uM,2018,True,data/bronze/artifacts/2018_raw.xlsx,Sheet1,11,WHTRBPGUCZPNGG-UHFFFAOYSA-N
10,kras_activation_no_gtp,cell.cytotoxicity.ic50,=,8.14,uM,2018,True,data/bronze/artifacts/2018_raw.xlsx,Sheet1,11,WHTRBPGUCZPNGG-UHFFFAOYSA-N
10,egfr,cell.cytotoxicity.ic50,>,20.0,uM,2018,True,data/bronze/artifacts/2018_raw.xlsx,Sheet1,11,WHTRBPGUCZPNGG-UHFFFAOYSA-N
11,kras_sos1,cell.cytotoxicity.ic50,=,0.283,uM,2018,True,data/bronze/artifacts/2018_raw.xlsx,Sheet1,12,NBTFBCMKXSBWPB-UHFFFAOYSA-N
11,kras_activation_high_gtp,cell.cytotoxicity.ic50,=,0.221,uM,2018,True,data/bronze/artifacts/2018_raw.xlsx,Sheet1,12,NBTFBCMKXSBWPB-UHFFFAOYSA-N
11,kras_activation_no_gtp,cell.cytotoxicity.ic50,=,0.54,uM,2018,True,data/bronze/artifacts/2018_raw.xlsx,Sheet1,12,NBTFBCMKXSBWPB-UHFFFAOYSA-N
11,egfr,cell.cytotoxicity.ic50,>,20.0,uM,2018,True,data/bronze/artifacts/2018_raw.xlsx,Sheet1,12,NBTFBCMKXSBWPB-UHFFFAOYSA-N
12,kras_sos1,cell.cytotoxicity.ic50,=,0.335,uM,2018,True,data/bronze/artifacts/2018_raw.xlsx,Sheet1,13,FFJYUOSQWNCKHY-LLVKDONJSA-N
12,kras_activation_high_gtp,cell.cytotoxicity.ic50,=,0.5780000000000001,uM,2018,True,data/bronze/artifacts/2018_raw.xlsx,Sheet1,13,FFJYUOSQWNCKHY-LLVKDONJSA-N
12,kras_activation_no_gtp,cell.cytotoxicity.ic50,=,1.29,uM,2018,True,data/bronze/artifacts/2018_raw.xlsx,Sheet1,13,FFJYUOSQWNCKHY-LLVKDONJSA-N
12,egfr,cell.cytotoxicity.ic50,>,20.0,uM,2018,True,data/bronze/artifacts/2018_raw.xlsx,Sheet1,13,FFJYUOSQWNCKHY-LLVKDONJSA-N
13,kras_sos1,cell.cytotoxicity.ic50,=,2.8200000000000003,uM,2018,True,data/bronze/artifacts/2018_raw.xlsx,Sheet1,14,RJBFEADMWLYGIV-UHFFFAOYSA-N
13,kras_activation_high_gtp,cell.cytotoxicity.ic50,=,2.65,uM,2018,True,data/bronze/artifacts/2018_raw.xlsx,Sheet1,14,RJBFEADMWLYGIV-UHFFFAOYSA-N
13,kras_activation_no_gtp,cell.cytotoxicity.ic50,=,7.73,uM,2018,True,data/bronze/artifacts/2018_raw.xlsx,Sheet1,14,RJBFEADMWLYGIV-UHFFFAOYSA-N
13,egfr,cell.cytotoxicity.ic50,>,20.0,uM,2018,True,data/bronze/artifacts/2018_raw.xlsx,Sheet1,14,RJBFEADMWLYGIV-UHFFFAOYSA-N
14,kras_sos1,cell.cytotoxicity.ic50,=,0.6659999999999999,uM,2018,True,data/bronze/artifacts/2018_raw.xlsx,Sheet1,15,HWLKEBNKUOKQSE-UHFFFAOYSA-N
14,kras_activation_high_gtp,cell.cytotoxicity.ic50,=,0.6080000000000001,uM,2018,True,data/bronze/artifacts/2018_raw.xlsx,Sheet1,15,HWLKEBNKUOKQSE-UHFFFAOYSA-N
14,kras_activation_no_gtp,cell.cytotoxicity.ic50,=,1.83,uM,2018,True,data/bronze/artifacts/2018_raw.xlsx,Sheet1,15,HWLKEBNKUOKQSE-UHFFFAOYSA-N
14,egfr,cell.cytotoxicity.ic50,>,20.0,uM,2018,True,data/bronze/artifacts/2018_raw.xlsx,Sheet1,15,HWLKEBNKUOKQSE-UHFFFAOYSA-N
15,kras_sos1,cell.cytotoxicity.ic50,=,0.126,uM,2018,True,data/bronze/artifacts/2018_raw.xlsx,Sheet1,16,XGXIIJOTMQZGJY-UHFFFAOYSA-N
15,kras_activation_high_gtp,cell.cytotoxicity.ic50,=,9.11,uM,2018,True,data/bronze/artifacts/2018_raw.xlsx,Sheet1,16,XGXIIJOTMQZGJY-UHFFFAOYSA-N
15,kras_activation_no_gtp,cell.cytotoxicity.ic50,=,0.324,uM,2018,True,data/bronze/artifacts/2018_raw.xlsx,Sheet1,16,XGXIIJOTMQZGJY-UHFFFAOYSA-N
15,egfr,cell.cytotoxicity.ic50,>,20.0,uM,2018,True,data/bronze/artifacts/2018_raw.xlsx,Sheet1,16,XGXIIJOTMQZGJY-UHFFFAOYSA-N
16,kras_sos1,cell.cytotoxicity.ic50,=,3.25,uM,2018,True,data/bronze/artifacts/2018_raw.xlsx,Sheet1,17,BHVNCDCVUPFLBK-UHFFFAOYSA-N
